,sepal_length,sepal_width,petal_length,petal_width,class
117,8.0,6.0,8.0,8.0,Iris-virginica
118,8.0,3.0,8.0,8.0,Iris-virginica
119,4.0,1.0,6.0,5.0,Iris-virginica
120,6.0,5.0,7.0,8.0,Iris-virginica
121,3.0,3.0,6.0,7.0,Iris-virginica
122,8.0,3.0,8.0,7.0,Iris-virginica
123,5.0,3.0,6.0,6.0,Iris-virginica
124,6.0,5.0,7.0,7.0,Iris-virginica
125,7.0,5.0,7.0,6.0,Iris-virginica
126,5.0,3.0,6.0,6.0,Iris-virginica
127,5.0,4.0,6.0,6.0,Iris-virginica
128,5.0,3.0,7.0,7.0,Iris-virginica
129,7.0,4.0,7.0,6.0,Iris-virginica
130,7.0,3.0,7.0,7.0,Iris-virginica
131,8.0,6.0,8.0,7.0,Iris-virginica
132,5.0,3.0,7.0,8.0,Iris-virginica
133,5.0,3.0,6.0,5.0,Iris-virginica
134,5.0,3.0,7.0,5.0,Iris-virginica
135,8.0,4.0,7.0,8.0,Iris-virginica
136,5.0,5.0,7.0,8.0,Iris-virginica
137,5.0,4.0,7.0,6.0,Iris-virginica
138,4.0,4.0,6.0,6.0,Iris-virginica
139,6.0,4.0,6.0,7.0,Iris-virginica
140,6.0,4.0,7.0,8.0,Iris-virginica
141,6.0,4.0,6.0,8.0,Iris-virginica
142,4.0,3.0,6.0,7.0,Iris-virginica
143,6.0,5.0,7.0,8.0,Iris-virginica
144,6.0,5.0,7.0,8.0,Iris-virginica
145,6.0,4.0,6.0,8.0,Iris-virginica
146,5.0,2.0,6.0,7.0,Iris-virginica
147,5.0,4.0,6.0,7.0,Iris-virginica
148,5.0,5.0,6.0,8.0,Iris-virginica
149,4.0,4.0,6.0,6.0,Iris-virginica
