,sepal_length,sepal_width,petal_length,petal_width,class
45,2.0,5.0,1.0,1.0,Iris-setosa
46,3.0,8.0,2.0,1.0,Iris-setosa
47,1.0,6.0,1.0,1.0,Iris-setosa
48,3.0,8.0,1.0,1.0,Iris-setosa
49,2.0,6.0,1.0,1.0,Iris-setosa
50,8.0,6.0,7.0,6.0,Iris-versicolor
51,6.0,6.0,6.0,6.0,Iris-versicolor
52,8.0,5.0,7.0,6.0,Iris-versicolor
53,4.0,2.0,6.0,6.0,Iris-versicolor
54,7.0,4.0,7.0,6.0,Iris-versicolor
55,4.0,4.0,6.0,6.0,Iris-versicolor
56,6.0,6.0,7.0,7.0,Iris-versicolor
57,2.0,2.0,4.0,4.0,Iris-versicolor
58,7.0,4.0,7.0,6.0,Iris-versicolor
59,3.0,3.0,5.0,6.0,Iris-versicolor
60,2.0,1.0,5.0,4.0,Iris-versicolor
61,5.0,5.0,6.0,6.0,Iris-versicolor
62,5.0,1.0,6.0,4.0,Iris-versicolor
63,6.0,4.0,7.0,6.0,Iris-versicolor
64,4.0,4.0,5.0,6.0,Iris-versicolor
65,7.0,5.0,6.0,6.0,Iris-versicolor
66,4.0,5.0,6.0,6.0,Iris-versicolor
67,5.0,3.0,6.0,4.0,Iris-versicolor
68,6.0,1.0,6.0,6.0,Iris-versicolor
69,4.0,3.0,5.0,5.0,Iris-versicolor
70,5.0,6.0,7.0,8.0,Iris-versicolor
71,6.0,4.0,6.0,6.0,Iris-versicolor
72,6.0,3.0,7.0,6.0,Iris-versicolor
73,6.0,4.0,7.0,5.0,Iris-versicolor
74,6.0,4.0,6.0,6.0,Iris-versicolor
75,7.0,5.0,6.0,6.0,Iris-versicolor
76,7.0,4.0,7.0,6.0,Iris-versicolor
77,7.0,5.0,7.0,7.0,Iris-versicolor
78,5.0,4.0,6.0,6.0,Iris-versicolor
79,4.0,3.0,5.0,4.0,Iris-versicolor
80,4.0,2.0,5.0,5.0,Iris-versicolor
81,4.0,2.0,5.0,4.0,Iris-versicolor
82,5.0,3.0,5.0,5.0,Iris-versicolor
83,5.0,3.0,7.0,7.0,Iris-versicolor
84,4.0,5.0,6.0,6.0,Iris-versicolor
85,5.0,6.0,6.0,7.0,Iris-versicolor
86,7.0,5.0,7.0,6.0,Iris-versicolor
87,6.0,2.0,6.0,6.0,Iris-versicolor
88,4.0,5.0,6.0,6.0,Iris-versicolor
89,4.0,3.0,6.0,6.0,Iris-versicolor
90,4.0,3.0,6.0,5.0,Iris-versicolor
91,6.0,5.0,7.0,6.0,Iris-versicolor
92,5.0,3.0,6.0,5.0,Iris-versicolor
93,2.0,2.0,4.0,4.0,Iris-versicolor
94,4.0,3.0,6.0,6.0,Iris-versicolor
95,4.0,5.0,6.0,5.0,Iris-versicolor
96,4.0,4.0,6.0,6.0,Iris-versicolor
97,6.0,4.0,6.0,6.0,Iris-versicolor
98,3.0,3.0,4.0,5.0,Iris-versicolor
99,4.0,4.0,6.0,6.0,Iris-versicolor
100,6.0,6.0,9.0,10.0,Iris-virginica
101,5.0,3.0,7.0,8.0,Iris-virginica
102,8.0,5.0,9.0,9.0,Iris-virginica
103,6.0,4.0,8.0,8.0,Iris-virginica
104,7.0,5.0,9.0,9.0,Iris-virginica
105,10.0,5.0,10.0,9.0,Iris-virginica
106,2.0,3.0,6.0,7.0,Iris-virginica
107,9.0,4.0,9.0,8.0,Iris-virginica
108,7.0,3.0,9.0,8.0,Iris-virginica
109,9.0,7.0,9.0,10.0,Iris-virginica
110,7.0,6.0,7.0,8.0,Iris-virginica
111,6.0,3.0,8.0,8.0,Iris-virginica
112,7.0,5.0,8.0,9.0,Iris-virginica
113,4.0,3.0,7.0,8.0,Iris-virginica
114,5.0,4.0,7.0,10.0,Iris-virginica
115,6.0,6.0,8.0,10.0,Iris-virginica
116,7.0,5.0,8.0,8.0,Iris-virginica
117,10.0,8.0,10.0,9.0,Iris-virginica
118,10.0,3.0,10.0,10.0,Iris-virginica
119,5.0,1.0,7.0,6.0,Iris-virginica
120,8.0,6.0,8.0,10.0,Iris-virginica
121,4.0,4.0,7.0,8.0,Iris-virginica
122,10.0,4.0,10.0,8.0,Iris-virginica
123,6.0,3.0,7.0,8.0,Iris-virginica
124,7.0,6.0,8.0,9.0,Iris-virginica
125,9.0,6.0,9.0,8.0,Iris-virginica
126,6.0,4.0,7.0,8.0,Iris-virginica
127,6.0,5.0,7.0,8.0,Iris-virginica
128,6.0,4.0,8.0,9.0,Iris-virginica
129,9.0,5.0,9.0,7.0,Iris-virginica
130,9.0,4.0,9.0,8.0,Iris-virginica
131,10.0,8.0,10.0,8.0,Iris-virginica
132,6.0,4.0,8.0,9.0,Iris-virginica
133,6.0,4.0,7.0,6.0,Iris-virginica
134,6.0,3.0,8.0,6.0,Iris-virginica
135,10.0,5.0,9.0,10.0,Iris-virginica
136,6.0,6.0,8.0,10.0,Iris-virginica
137,6.0,5.0,8.0,8.0,Iris-virginica
138,5.0,5.0,7.0,8.0,Iris-virginica
139,8.0,5.0,8.0,9.0,Iris-virginica
140,7.0,5.0,8.0,10.0,Iris-virginica
141,8.0,5.0,7.0,10.0,Iris-virginica
142,5.0,3.0,7.0,8.0,Iris-virginica
143,7.0,6.0,9.0,10.0,Iris-virginica
144,7.0,6.0,8.0,10.0,Iris-virginica
145,7.0,5.0,8.0,10.0,Iris-virginica
146,6.0,3.0,7.0,8.0,Iris-virginica
147,7.0,5.0,8.0,8.0,Iris-virginica
148,6.0,6.0,8.0,10.0,Iris-virginica
149,5.0,5.0,7.0,8.0,Iris-virginica
