,sepal_length,sepal_width,petal_length,petal_width,class
75,4.0,3.0,4.0,4.0,Iris-versicolor
76,5.0,2.0,4.0,4.0,Iris-versicolor
77,5.0,3.0,5.0,5.0,Iris-versicolor
78,3.0,3.0,4.0,4.0,Iris-versicolor
79,3.0,2.0,3.0,3.0,Iris-versicolor
80,3.0,2.0,3.0,3.0,Iris-versicolor
81,3.0,2.0,3.0,3.0,Iris-versicolor
82,3.0,2.0,3.0,3.0,Iris-versicolor
83,3.0,2.0,5.0,4.0,Iris-versicolor
84,2.0,3.0,4.0,4.0,Iris-versicolor
85,3.0,4.0,4.0,4.0,Iris-versicolor
86,5.0,3.0,4.0,4.0,Iris-versicolor
87,4.0,1.0,4.0,4.0,Iris-versicolor
88,3.0,3.0,4.0,4.0,Iris-versicolor
89,3.0,2.0,4.0,4.0,Iris-versicolor
90,3.0,2.0,4.0,3.0,Iris-versicolor
91,4.0,3.0,4.0,4.0,Iris-versicolor
92,3.0,2.0,4.0,3.0,Iris-versicolor
93,2.0,1.0,3.0,3.0,Iris-versicolor
94,3.0,2.0,4.0,4.0,Iris-versicolor
95,3.0,3.0,4.0,3.0,Iris-versicolor
96,3.0,3.0,4.0,4.0,Iris-versicolor
97,4.0,3.0,4.0,4.0,Iris-versicolor
98,2.0,2.0,3.0,3.0,Iris-versicolor
99,3.0,2.0,4.0,4.0,Iris-versicolor
100,4.0,4.0,6.0,6.0,Iris-virginica
101,3.0,2.0,5.0,5.0,Iris-virginica
102,5.0,3.0,5.0,6.0,Iris-virginica
103,4.0,3.0,5.0,5.0,Iris-virginica
104,4.0,3.0,5.0,6.0,Iris-virginica
105,6.0,3.0,6.0,6.0,Iris-virginica
106,2.0,2.0,4.0,5.0,Iris-virginica
107,5.0,3.0,6.0,5.0,Iris-virginica
108,5.0,2.0,5.0,5.0,Iris-virginica
109,5.0,4.0,6.0,6.0,Iris-virginica
110,4.0,4.0,5.0,5.0,Iris-virginica
111,4.0,2.0,5.0,5.0,Iris-virginica
112,5.0,3.0,5.0,6.0,Iris-virginica
113,3.0,2.0,5.0,5.0,Iris-virginica
114,3.0,2.0,5.0,6.0,Iris-virginica
115,4.0,4.0,5.0,6.0,Iris-virginica
116,4.0,3.0,5.0,5.0,Iris-virginica
117,6.0,5.0,6.0,6.0,Iris-virginica
118,6.0,2.0,6.0,6.0,Iris-virginica
119,3.0,1.0,5.0,4.0,Iris-virginica
120,5.0,4.0,5.0,6.0,Iris-virginica
121,3.0,2.0,4.0,5.0,Iris-virginica
122,6.0,2.0,6.0,5.0,Iris-virginica
123,4.0,2.0,4.0,5.0,Iris-virginica
124,5.0,4.0,5.0,6.0,Iris-virginica
125,5.0,4.0,6.0,5.0,Iris-virginica
126,4.0,2.0,4.0,5.0,Iris-virginica
127,4.0,3.0,4.0,5.0,Iris-virginica
128,4.0,2.0,5.0,6.0,Iris-virginica
129,5.0,3.0,5.0,4.0,Iris-virginica
130,6.0,2.0,6.0,5.0,Iris-virginica
131,6.0,5.0,6.0,5.0,Iris-virginica
132,4.0,2.0,5.0,6.0,Iris-virginica
133,4.0,2.0,5.0,4.0,Iris-virginica
134,4.0,2.0,5.0,4.0,Iris-virginica
135,6.0,3.0,6.0,6.0,Iris-virginica
136,4.0,4.0,5.0,6.0,Iris-virginica
137,4.0,3.0,5.0,5.0,Iris-virginica
138,3.0,3.0,4.0,5.0,Iris-virginica
139,5.0,3.0,5.0,6.0,Iris-virginica
140,5.0,3.0,5.0,6.0,Iris-virginica
141,5.0,3.0,5.0,6.0,Iris-virginica
142,3.0,2.0,5.0,5.0,Iris-virginica
143,5.0,4.0,5.0,6.0,Iris-virginica
144,5.0,4.0,5.0,6.0,Iris-virginica
145,5.0,3.0,5.0,6.0,Iris-virginica
146,4.0,2.0,5.0,5.0,Iris-virginica
147,4.0,3.0,5.0,5.0,Iris-virginica
148,4.0,4.0,5.0,6.0,Iris-virginica
149,3.0,3.0,5.0,5.0,Iris-virginica
